biogrid_id,entrez_a,entrez_b,gene_a,gene_b,in_glycolysis_a,in_glycolysis_b,interaction_pair
601966,7965,5518,AIMP2,PPP2R1A,0,1,5518 :: 7965
602086,7083,5315,TK1,PKM,0,1,5315 :: 7083
602210,301,2597,ANXA1,GAPDH,0,1,2597 :: 301
602319,5597,5518,MAPK6,PPP2R1A,0,1,5518 :: 5597
602343,5597,7167,MAPK6,TPI1,0,1,5597 :: 7167
602493,1026,5315,CDKN1A,PKM,0,1,1026 :: 5315
602669,1019,5315,CDK4,PKM,0,1,1019 :: 5315
602772,55577,5315,NAGK,PKM,0,1,5315 :: 55577
602844,6606,2597,SMN1,GAPDH,0,1,2597 :: 6606
602894,6606,5315,SMN1,PKM,0,1,5315 :: 6606
602918,1104,5315,RCC1,PKM,0,1,1104 :: 5315
602999,5300,5315,PIN1,PKM,0,1,5300 :: 5315
603197,310,2597,ANXA7,GAPDH,0,1,2597 :: 310
603249,310,5315,ANXA7,PKM,0,1,310 :: 5315
603457,1647,5210,GADD45A,PFKFB4,0,1,1647 :: 5210
603458,1647,2597,GADD45A,GAPDH,0,1,1647 :: 2597
604483,207,5515,AKT1,PPP2CA,0,1,207 :: 5515
612046,23476,5224,BRD4,PGAM2,0,1,23476 :: 5224
632255,5885,5211,RAD21,PFKL,0,1,5211 :: 5885
632518,10397,5315,NDRG1,PKM,0,1,10397 :: 5315
645333,11200,5528,CHEK2,PPP2R5D,0,1,11200 :: 5528
645345,11200,5518,CHEK2,PPP2R1A,0,1,11200 :: 5518
645346,11200,5515,CHEK2,PPP2CA,0,1,11200 :: 5515
657245,23677,26330,SH3BP4,GAPDHS,0,1,23677 :: 26330
658022,1050,5223,CEBPA,PGAM1,0,1,1050 :: 5223
662975,1994,5209,ELAVL1,PFKFB3,0,1,1994 :: 5209
664094,1994,3099,ELAVL1,HK2,0,1,1994 :: 3099
664225,1994,5518,ELAVL1,PPP2R1A,0,1,1994 :: 5518
665653,408,5315,ARRB1,PKM,0,1,408 :: 5315
665658,408,5209,ARRB1,PFKFB3,0,1,408 :: 5209
665752,409,5518,ARRB2,PPP2R1A,0,1,409 :: 5518
665894,409,5315,ARRB2,PKM,0,1,409 :: 5315
665895,409,2597,ARRB2,GAPDH,0,1,2597 :: 409
665897,409,5209,ARRB2,PFKFB3,0,1,409 :: 5209
666543,4609,226,MYC,ALDOA,0,1,226 :: 4609
667463,51547,5214,SIRT7,PFKP,0,1,51547 :: 5214
667659,51547,5518,SIRT7,PPP2R1A,0,1,51547 :: 5518
667829,51547,3098,SIRT7,HK1,0,1,3098 :: 51547
667906,51547,5223,SIRT7,PGAM1,0,1,51547 :: 5223
667981,7291,5515,TWIST1,PPP2CA,0,1,5515 :: 7291
667993,6517,2597,SLC2A4,GAPDH,0,1,2597 :: 6517
668005,6517,3099,SLC2A4,HK2,0,1,3099 :: 6517
669095,9759,5518,HDAC4,PPP2R1A,0,1,5518 :: 9759
676881,56288,5214,PARD3,PFKP,0,1,5214 :: 56288
678114,9636,226,ISG15,ALDOA,0,1,226 :: 9636
678171,9636,2821,ISG15,GPI,0,1,2821 :: 9636
678212,9636,5315,ISG15,PKM,0,1,5315 :: 9636
678584,26260,2023,FBXO25,ENO1,0,1,2023 :: 26260
678620,26260,5214,FBXO25,PFKP,0,1,26260 :: 5214
680257,2597,2033,GAPDH,EP300,1,0,2033 :: 2597
680259,7157,2597,TP53,GAPDH,0,1,2597 :: 7157
680482,10253,5518,SPRY2,PPP2R1A,0,1,10253 :: 5518
681372,7013,226,TERF1,ALDOA,0,1,226 :: 7013
681401,7013,5315,TERF1,PKM,0,1,5315 :: 7013
681407,7013,7167,TERF1,TPI1,0,1,7013 :: 7167
681490,7013,2026,TERF1,ENO2,0,1,2026 :: 7013
681497,7013,5214,TERF1,PFKP,0,1,5214 :: 7013
681505,7013,2597,TERF1,GAPDH,0,1,2597 :: 7013
681641,26277,5315,TINF2,PKM,0,1,26277 :: 5315
681697,26277,2026,TINF2,ENO2,0,1,2026 :: 26277
681704,26277,5214,TINF2,PFKP,0,1,26277 :: 5214
681709,26277,2597,TINF2,GAPDH,0,1,2597 :: 26277
681755,65057,2026,ACD,ENO2,0,1,2026 :: 65057
681762,65057,5214,ACD,PFKP,0,1,5214 :: 65057
681768,65057,2597,ACD,GAPDH,0,1,2597 :: 65057
681815,25913,7167,POT1,TPI1,0,1,25913 :: 7167
681893,25913,2026,POT1,ENO2,0,1,2026 :: 25913
681899,25913,5214,POT1,PFKP,0,1,25913 :: 5214
681907,25913,2597,POT1,GAPDH,0,1,25913 :: 2597
682514,5515,26986,PPP2CA,PABPC1,1,0,26986 :: 5515
682840,3064,2597,HTT,GAPDH,0,1,2597 :: 3064
683547,5501,2026,PPP1CC,ENO2,0,1,2026 :: 5501
683999,6477,2597,SIAH1,GAPDH,0,1,2597 :: 6477
684944,9738,2821,CCP110,GPI,0,1,2821 :: 9738
684961,84461,2821,NEURL4,GPI,0,1,2821 :: 84461
686598,8452,5213,CUL3,PFKM,0,1,5213 :: 8452
686719,8452,5214,CUL3,PFKP,0,1,5214 :: 8452
686802,8452,2023,CUL3,ENO1,0,1,2023 :: 8452
686887,8452,5515,CUL3,PPP2CA,0,1,5515 :: 8452
686990,8452,226,CUL3,ALDOA,0,1,226 :: 8452
687026,8452,5315,CUL3,PKM,0,1,5315 :: 8452
687061,8452,2597,CUL3,GAPDH,0,1,2597 :: 8452
687074,8452,5518,CUL3,PPP2R1A,0,1,5518 :: 8452
687096,8452,2026,CUL3,ENO2,0,1,2026 :: 8452
687265,8451,5518,CUL4A,PPP2R1A,0,1,5518 :: 8451
687272,8451,2023,CUL4A,ENO1,0,1,2023 :: 8451
687710,8065,2023,CUL5,ENO1,0,1,2023 :: 8065
687823,8065,5315,CUL5,PKM,0,1,5315 :: 8065
687832,8065,5515,CUL5,PPP2CA,0,1,5515 :: 8065
688011,8453,226,CUL2,ALDOA,0,1,226 :: 8453
688077,8453,2023,CUL2,ENO1,0,1,2023 :: 8453
688078,8453,2026,CUL2,ENO2,0,1,2026 :: 8453
688088,8453,2597,CUL2,GAPDH,0,1,2597 :: 8453
688190,8453,5315,CUL2,PKM,0,1,5315 :: 8453
688370,1017,2597,CDK2,GAPDH,0,1,1017 :: 2597
688381,1017,2023,CDK2,ENO1,0,1,1017 :: 2023
688406,1017,5315,CDK2,PKM,0,1,1017 :: 5315
688415,1017,226,CDK2,ALDOA,0,1,1017 :: 226
688421,1017,7167,CDK2,TPI1,0,1,1017 :: 7167
688487,1017,2821,CDK2,GPI,0,1,1017 :: 2821
688533,1017,2026,CDK2,ENO2,0,1,1017 :: 2026
688581,1017,3098,CDK2,HK1,0,1,1017 :: 3098
688973,8454,2023,CUL1,ENO1,0,1,2023 :: 8454
689070,8454,5515,CUL1,PPP2CA,0,1,5515 :: 8454
689162,8454,5315,CUL1,PKM,0,1,5315 :: 8454
689235,8454,7167,CUL1,TPI1,0,1,7167 :: 8454
689256,8454,2026,CUL1,ENO2,0,1,2026 :: 8454
689281,8454,2597,CUL1,GAPDH,0,1,2597 :: 8454
689325,10987,230,COPS5,ALDOC,0,1,10987 :: 230
689463,10987,2023,COPS5,ENO1,0,1,10987 :: 2023
689508,10987,2597,COPS5,GAPDH,0,1,10987 :: 2597
689696,10987,5214,COPS5,PFKP,0,1,10987 :: 5214
689701,10987,5315,COPS5,PKM,0,1,10987 :: 5315
690143,10980,2597,COPS6,GAPDH,0,1,10980 :: 2597
690965,55832,2023,CAND1,ENO1,0,1,2023 :: 55832
690966,55832,2026,CAND1,ENO2,0,1,2026 :: 55832
690991,55832,2597,CAND1,GAPDH,0,1,2597 :: 55832
691065,4738,2597,NEDD8,GAPDH,0,1,2597 :: 4738
691434,2597,10524,GAPDH,KAT5,1,0,10524 :: 2597
695490,5518,3320,PPP2R1A,HSP90AA1,1,0,3320 :: 5518
695491,5518,3312,PPP2R1A,HSPA8,1,0,3312 :: 5518
695492,5518,1915,PPP2R1A,EEF1A1,1,0,1915 :: 5518
695493,5518,3921,PPP2R1A,RPSA,1,0,3921 :: 5518
695494,5518,302,PPP2R1A,ANXA2,1,0,302 :: 5518
695495,5518,708,PPP2R1A,C1QBP,1,0,5518 :: 708
695496,5518,6188,PPP2R1A,RPS3,1,0,5518 :: 6188
695498,5518,4869,PPP2R1A,NPM1,1,0,4869 :: 5518
695499,5518,6202,PPP2R1A,RPS8,1,0,5518 :: 6202
695525,9636,2597,ISG15,GAPDH,0,1,2597 :: 9636
695537,5784,5518,PTPN14,PPP2R1A,0,1,5518 :: 5784
696146,2932,5528,GSK3B,PPP2R5D,0,1,2932 :: 5528
697671,5515,4215,PPP2CA,MAP3K3,1,0,4215 :: 5515
715227,6462,5315,SHBG,PKM,0,1,5315 :: 6462
715495,4653,2597,MYOC,GAPDH,0,1,2597 :: 4653
715535,4653,5315,MYOC,PKM,0,1,4653 :: 5315
715544,4653,2023,MYOC,ENO1,0,1,2023 :: 4653
715545,4653,226,MYOC,ALDOA,0,1,226 :: 4653
716062,5515,1147,PPP2CA,CHUK,1,0,1147 :: 5515
716063,5515,3551,PPP2CA,IKBKB,1,0,3551 :: 5515
717701,5371,5315,PML,PKM,0,1,5315 :: 5371
718563,4193,2597,MDM2,GAPDH,0,1,2597 :: 4193
719549,2023,10625,ENO1,IVNS1ABP,1,0,10625 :: 2023
720405,56893,3099,UBQLN4,HK2,0,1,3099 :: 56893
720710,23287,2023,AGTPBP1,ENO1,0,1,2023 :: 23287
720736,1822,2597,ATN1,GAPDH,0,1,1822 :: 2597
720748,1822,5211,ATN1,PFKL,0,1,1822 :: 5211
723806,7415,5518,VCP,PPP2R1A,0,1,5518 :: 7415
723807,7415,5515,VCP,PPP2CA,0,1,5515 :: 7415
724150,207,2026,AKT1,ENO2,0,1,2026 :: 207
724154,207,3098,AKT1,HK1,0,1,207 :: 3098
724160,207,2023,AKT1,ENO1,0,1,2023 :: 207
724161,207,2597,AKT1,GAPDH,0,1,207 :: 2597
724169,207,226,AKT1,ALDOA,0,1,207 :: 226
726250,2885,2597,GRB2,GAPDH,0,1,2597 :: 2885
726627,1173,2597,AP2M1,GAPDH,0,1,1173 :: 2597
726791,2534,2023,FYN,ENO1,0,1,2023 :: 2534
728066,857,5518,CAV1,PPP2R1A,0,1,5518 :: 857
728067,857,5519,CAV1,PPP2R1B,0,1,5519 :: 857
728070,857,5515,CAV1,PPP2CA,0,1,5515 :: 857
735902,2597,4869,GAPDH,NPM1,1,0,2597 :: 4869
736146,6714,2023,SRC,ENO1,0,1,2023 :: 6714
737756,3098,351,HK1,APP,1,0,3098 :: 351
737832,2597,351,GAPDH,APP,1,0,2597 :: 351
737858,229,351,ALDOB,APP,1,0,229 :: 351
738214,2027,351,ENO3,APP,1,0,2027 :: 351
738368,7167,351,TPI1,APP,1,0,351 :: 7167
738602,5315,351,PKM,APP,1,0,351 :: 5315
739463,5211,351,PFKL,APP,1,0,351 :: 5211
739539,26330,351,GAPDHS,APP,1,0,26330 :: 351
740360,5663,2597,PSEN1,GAPDH,0,1,2597 :: 5663
740372,2,2026,A2M,ENO2,0,1,2 :: 2026
741392,5213,5211,PFKM,PFKL,1,1,5211 :: 5213
744355,5211,5214,PFKL,PFKP,1,1,5211 :: 5214
744890,5213,5214,PFKM,PFKP,1,1,5213 :: 5214
744918,2027,5315,ENO3,PKM,1,1,2027 :: 5315
744976,7086,7167,TKT,TPI1,0,1,7086 :: 7167
745043,2597,7167,GAPDH,TPI1,1,1,2597 :: 7167
745044,2597,5315,GAPDH,PKM,1,1,2597 :: 5315
746219,2023,2597,ENO1,GAPDH,1,1,2023 :: 2597
746241,3329,2597,HSPD1,GAPDH,0,1,2597 :: 3329
746293,1915,2597,EEF1A1,GAPDH,0,1,1915 :: 2597
746323,2023,7167,ENO1,TPI1,1,1,2023 :: 7167
746324,2821,7167,GPI,TPI1,1,1,2821 :: 7167
746398,5515,5706,PPP2CA,PSMC6,1,0,5515 :: 5706
746726,226,230,ALDOA,ALDOC,1,1,226 :: 230
746954,254863,2821,TMEM256,GPI,0,1,254863 :: 2821
747445,8880,5315,FUBP1,PKM,0,1,5315 :: 8880
747862,1207,5223,CLNS1A,PGAM1,0,1,1207 :: 5223
748544,9588,7167,PRDX6,TPI1,0,1,7167 :: 9588
748761,2023,2318,ENO1,FLNC,1,0,2023 :: 2318
749920,10101,5515,NUBP2,PPP2CA,0,1,10101 :: 5515
749961,1207,5515,CLNS1A,PPP2CA,0,1,1207 :: 5515
750249,5300,5515,PIN1,PPP2CA,0,1,5300 :: 5515
750329,2023,5478,ENO1,PPIA,1,0,2023 :: 5478
750934,11196,7167,SEC23IP,TPI1,0,1,11196 :: 7167
750935,5211,10935,PFKL,PRDX3,1,0,10935 :: 5211
751046,3099,23386,HK2,NUDCD3,1,0,23386 :: 3099
751122,7167,7311,TPI1,UBA52,1,0,7167 :: 7311
751167,2023,3704,ENO1,ITPA,1,0,2023 :: 3704
751238,5315,5093,PKM,PCBP1,1,0,5093 :: 5315
751340,2023,2027,ENO1,ENO3,1,1,2023 :: 2027
751418,5214,7112,PFKP,TMPO,1,0,5214 :: 7112
751535,1479,2597,CSTF3,GAPDH,0,1,1479 :: 2597
751723,2597,5223,GAPDH,PGAM1,1,1,2597 :: 5223
751724,5315,7086,PKM,TKT,1,0,5315 :: 7086
751725,5223,7298,PGAM1,TYMS,1,0,5223 :: 7298
751807,100037417,5515,DDTL,PPP2CA,0,1,100037417 :: 5515
751964,226,3329,ALDOA,HSPD1,1,0,226 :: 3329
752010,7167,7414,TPI1,VCL,1,0,7167 :: 7414
752556,226,3956,ALDOA,LGALS1,1,0,226 :: 3956
752746,2597,29789,GAPDH,OLA1,1,0,2597 :: 29789
752770,2027,2821,ENO3,GPI,1,1,2027 :: 2821
752868,5315,7001,PKM,PRDX2,1,0,5315 :: 7001
752872,9318,5208,COPS2,PFKFB2,0,1,5208 :: 9318
753025,5315,9588,PKM,PRDX6,1,0,5315 :: 9588
753037,230,29789,ALDOC,OLA1,1,0,230 :: 29789
753059,5515,5707,PPP2CA,PSMD1,1,0,5515 :: 5707
753116,29101,7167,SSU72,TPI1,0,1,29101 :: 7167
753226,2597,8106,GAPDH,PABPN1,1,0,2597 :: 8106
753228,1915,2027,EEF1A1,ENO3,0,1,1915 :: 2027
753683,10130,7167,PDIA6,TPI1,0,1,10130 :: 7167
753888,4357,7167,MPST,TPI1,0,1,4357 :: 7167
753905,2821,10015,GPI,PDCD6IP,1,0,10015 :: 2821
753961,5515,6647,PPP2CA,SOD1,1,0,5515 :: 6647
754069,2597,220988,GAPDH,HNRNPA3,1,0,220988 :: 2597
754169,5211,54039,PFKL,PCBP3,1,0,5211 :: 54039
754380,5515,5709,PPP2CA,PSMD3,1,0,5515 :: 5709
796119,9212,5515,AURKB,PPP2CA,0,1,5515 :: 9212
797729,2099,2597,ESR1,GAPDH,0,1,2099 :: 2597
808289,672,2023,BRCA1,ENO1,0,1,2023 :: 672
808378,672,5515,BRCA1,PPP2CA,0,1,5515 :: 672
809263,1894,5515,ECT2,PPP2CA,0,1,1894 :: 5515
809342,3981,2597,LIG4,GAPDH,0,1,2597 :: 3981
809343,3981,3098,LIG4,HK1,0,1,3098 :: 3981
809426,3981,226,LIG4,ALDOA,0,1,226 :: 3981
809436,3981,7167,LIG4,TPI1,0,1,3981 :: 7167
809444,3981,2023,LIG4,ENO1,0,1,2023 :: 3981
809465,9656,2023,MDC1,ENO1,0,1,2023 :: 9656
809483,9656,5515,MDC1,PPP2CA,0,1,5515 :: 9656
809670,22976,5515,PAXIP1,PPP2CA,0,1,22976 :: 5515
810361,23468,5516,CBX5,PPP2CB,0,1,23468 :: 5516
810370,23468,5515,CBX5,PPP2CA,0,1,23468 :: 5515
810649,4851,5515,NOTCH1,PPP2CA,0,1,4851 :: 5515
810650,4851,5518,NOTCH1,PPP2R1A,0,1,4851 :: 5518
810759,4851,5516,NOTCH1,PPP2CB,0,1,4851 :: 5516
811141,5518,6885,PPP2R1A,MAP3K7,1,0,5518 :: 6885
811476,9775,5209,EIF4A3,PFKFB3,0,1,5209 :: 9775
811491,4116,5209,MAGOH,PFKFB3,0,1,4116 :: 5209
814337,3091,5315,HIF1A,PKM,0,1,3091 :: 5315
814339,5315,54583,PKM,EGLN1,1,0,5315 :: 54583
814340,5315,112399,PKM,EGLN3,1,0,112399 :: 5315
814342,2033,5315,EP300,PKM,0,1,2033 :: 5315
815580,57154,5518,SMURF1,PPP2R1A,0,1,5518 :: 57154
815581,57154,5515,SMURF1,PPP2CA,0,1,5515 :: 57154
817360,7415,5315,VCP,PKM,0,1,5315 :: 7415
817396,7415,5516,VCP,PPP2CB,0,1,5516 :: 7415
817865,26146,5315,TRAF3IP1,PKM,0,1,26146 :: 5315
824593,3320,5315,HSP90AA1,PKM,0,1,3320 :: 5315
824599,3326,5315,HSP90AB1,PKM,0,1,3326 :: 5315
824600,3320,2597,HSP90AA1,GAPDH,0,1,2597 :: 3320
824601,3326,2597,HSP90AB1,GAPDH,0,1,2597 :: 3326
824604,3320,226,HSP90AA1,ALDOA,0,1,226 :: 3320
824610,3326,226,HSP90AB1,ALDOA,0,1,226 :: 3326
825298,120892,5518,LRRK2,PPP2R1A,0,1,120892 :: 5518
825305,4773,5518,NFATC2,PPP2R1A,0,1,4773 :: 5518
826228,2335,5211,FN1,PFKL,0,1,2335 :: 5211
826359,2335,5214,FN1,PFKP,0,1,2335 :: 5214
826414,2335,5315,FN1,PKM,0,1,2335 :: 5315
826441,7412,5515,VCAM1,PPP2CA,0,1,5515 :: 7412
826445,7412,226,VCAM1,ALDOA,0,1,226 :: 7412
826448,7412,2023,VCAM1,ENO1,0,1,2023 :: 7412
826462,7412,5518,VCAM1,PPP2R1A,0,1,5518 :: 7412
826470,2335,5515,FN1,PPP2CA,0,1,2335 :: 5515
826474,2335,226,FN1,ALDOA,0,1,226 :: 2335
826477,2335,2023,FN1,ENO1,0,1,2023 :: 2335
826491,2335,5518,FN1,PPP2R1A,0,1,2335 :: 5518
826546,2335,2597,FN1,GAPDH,0,1,2335 :: 2597
826702,7412,2597,VCAM1,GAPDH,0,1,2597 :: 7412
827373,1386,3098,ATF2,HK1,0,1,1386 :: 3098
827376,3098,7416,HK1,VDAC1,1,0,3098 :: 7416
830758,7531,5208,YWHAE,PFKFB2,0,1,5208 :: 7531
831182,1386,5315,ATF2,PKM,0,1,1386 :: 5315
831187,1386,2597,ATF2,GAPDH,0,1,1386 :: 2597
831188,1386,226,ATF2,ALDOA,0,1,1386 :: 226
831193,1386,7167,ATF2,TPI1,0,1,1386 :: 7167
831213,1386,2023,ATF2,ENO1,0,1,1386 :: 2023
831935,9657,5315,IQCB1,PKM,0,1,5315 :: 9657
831975,9657,2027,IQCB1,ENO3,0,1,2027 :: 9657
831978,9657,2597,IQCB1,GAPDH,0,1,2597 :: 9657
831979,9657,7167,IQCB1,TPI1,0,1,7167 :: 9657
832026,9657,226,IQCB1,ALDOA,0,1,226 :: 9657
832061,9657,5223,IQCB1,PGAM1,0,1,5223 :: 9657
833273,4843,5518,NOS2,PPP2R1A,0,1,4843 :: 5518
833903,55660,5211,PRPF40A,PFKL,0,1,5211 :: 55660
833993,9372,5518,ZFYVE9,PPP2R1A,0,1,5518 :: 9372
834133,4088,5518,SMAD3,PPP2R1A,0,1,4088 :: 5518
834253,4087,5518,SMAD2,PPP2R1A,0,1,4087 :: 5518
835509,4292,226,MLH1,ALDOA,0,1,226 :: 4292
836261,79609,226,VCPKMT,ALDOA,0,1,226 :: 79609
836888,3676,2597,ITGA4,GAPDH,0,1,2597 :: 3676
837129,3676,5214,ITGA4,PFKP,0,1,3676 :: 5214
837175,3676,5518,ITGA4,PPP2R1A,0,1,3676 :: 5518
837228,3676,2023,ITGA4,ENO1,0,1,2023 :: 3676
837246,3676,3099,ITGA4,HK2,0,1,3099 :: 3676
837249,3676,5515,ITGA4,PPP2CA,0,1,3676 :: 5515
837250,3676,5516,ITGA4,PPP2CB,0,1,3676 :: 5516
837307,3676,226,ITGA4,ALDOA,0,1,226 :: 3676
837324,3676,5315,ITGA4,PKM,0,1,3676 :: 5315
837327,3676,5211,ITGA4,PFKL,0,1,3676 :: 5211
844283,1080,5515,CFTR,PPP2CA,0,1,1080 :: 5515
844292,1080,5519,CFTR,PPP2R1B,0,1,1080 :: 5519
844335,1080,5518,CFTR,PPP2R1A,0,1,1080 :: 5518
856629,582,229,BBS1,ALDOB,0,1,229 :: 582
856643,583,229,BBS2,ALDOB,0,1,229 :: 583
856653,585,229,BBS4,ALDOB,0,1,229 :: 585
856666,55212,229,BBS7,ALDOB,0,1,229 :: 55212
857607,5894,5518,RAF1,PPP2R1A,0,1,5518 :: 5894
857609,5894,5515,RAF1,PPP2CA,0,1,5515 :: 5894
858014,9150,5515,CTDP1,PPP2CA,0,1,5515 :: 9150
858533,3397,5515,ID1,PPP2CA,0,1,3397 :: 5515
858892,57379,5223,AICDA,PGAM1,0,1,5223 :: 57379
858894,57379,5518,AICDA,PPP2R1A,0,1,5518 :: 57379
859302,4350,5315,MPG,PKM,0,1,4350 :: 5315
859664,9924,5315,PAN2,PKM,0,1,5315 :: 9924
861260,975,2597,CD81,GAPDH,0,1,2597 :: 975
861261,975,5315,CD81,PKM,0,1,5315 :: 975
861262,975,5214,CD81,PFKP,0,1,5214 :: 975
861421,93185,5315,IGSF8,PKM,0,1,5315 :: 93185
861570,3383,2597,ICAM1,GAPDH,0,1,2597 :: 3383
861727,4869,2023,NPM1,ENO1,0,1,2023 :: 4869
861758,4869,5515,NPM1,PPP2CA,0,1,4869 :: 5515
861774,4869,5315,NPM1,PKM,0,1,4869 :: 5315
862610,5598,5315,MAPK7,PKM,0,1,5315 :: 5598
862616,5598,2597,MAPK7,GAPDH,0,1,2597 :: 5598
863207,6657,5214,SOX2,PFKP,0,1,5214 :: 6657
863210,6657,5528,SOX2,PPP2R5D,0,1,5528 :: 6657
870582,5893,2597,RAD52,GAPDH,0,1,2597 :: 5893
870584,5893,2023,RAD52,ENO1,0,1,2023 :: 5893
870585,5893,226,RAD52,ALDOA,0,1,226 :: 5893
872638,6468,5519,FBXW4,PPP2R1B,0,1,5519 :: 6468
872642,6468,5518,FBXW4,PPP2R1A,0,1,5518 :: 6468
872864,7015,2023,TERT,ENO1,0,1,2023 :: 7015
875904,154,2597,ADRB2,GAPDH,0,1,154 :: 2597
876083,9531,230,BAG3,ALDOC,0,1,230 :: 9531
876130,9531,2821,BAG3,GPI,0,1,2821 :: 9531
876177,9531,5515,BAG3,PPP2CA,0,1,5515 :: 9531
887190,1956,5518,EGFR,PPP2R1A,0,1,1956 :: 5518
887223,1956,5519,EGFR,PPP2R1B,0,1,1956 :: 5519
887237,1956,2597,EGFR,GAPDH,0,1,1956 :: 2597
887254,1956,5214,EGFR,PFKP,0,1,1956 :: 5214
887273,1956,5211,EGFR,PFKL,0,1,1956 :: 5211
891717,229,200958,ALDOB,MUC20,1,0,200958 :: 229
891737,229,25828,ALDOB,TXN2,1,0,229 :: 25828
891760,229,3096,ALDOB,HIVEP1,1,0,229 :: 3096
892107,4117,5516,MAK,PPP2CB,0,1,4117 :: 5516
892110,10454,5516,TAB1,PPP2CB,0,1,10454 :: 5516
892111,10454,5518,TAB1,PPP2R1A,0,1,10454 :: 5518
892247,2938,5516,GSTA1,PPP2CB,0,1,2938 :: 5516
892269,4008,5315,LMO7,PKM,0,1,4008 :: 5315
892293,5214,65125,PFKP,WNK1,1,0,5214 :: 65125
892294,1031,5515,CDKN2C,PPP2CA,0,1,1031 :: 5515
892402,4627,5515,MYH9,PPP2CA,0,1,4627 :: 5515
892882,226,229,ALDOA,ALDOB,1,1,226 :: 229
892883,64902,229,AGXT2,ALDOB,0,1,229 :: 64902
892968,27161,5214,AGO2,PFKP,0,1,27161 :: 5214
893321,226,587,ALDOA,BCAT2,1,0,226 :: 587
893359,259,2023,AMBP,ENO1,0,1,2023 :: 259
893360,2023,710,ENO1,SERPING1,1,0,2023 :: 710
893371,230,5606,ALDOC,MAP2K3,1,0,230 :: 5606
893372,230,6713,ALDOC,SQLE,1,0,230 :: 6713
893388,468,3101,ATF4,HK3,0,1,3101 :: 468
893538,226,11226,ALDOA,GALNT6,1,0,11226 :: 226
893644,8553,2023,BHLHE40,ENO1,0,1,2023 :: 8553
893667,226,51588,ALDOA,PIAS4,1,0,226 :: 51588
893777,3101,4286,HK3,MITF,1,0,3101 :: 4286
893778,3101,5516,HK3,PPP2CB,1,1,3101 :: 5516
893964,4615,5211,MYD88,PFKL,0,1,4615 :: 5211
893975,4708,5213,NDUFB2,PFKM,0,1,4708 :: 5213
894023,5211,7016,PFKL,TESK1,1,0,5211 :: 7016
894027,5315,5970,PKM,RELA,1,0,5315 :: 5970
894028,7849,5315,PAX8,PKM,0,1,5315 :: 7849
894048,5516,5894,PPP2CB,RAF1,1,0,5516 :: 5894
894580,23118,5516,TAB2,PPP2CB,0,1,23118 :: 5516
894991,51690,5213,LSM7,PFKM,0,1,51690 :: 5213
895017,5516,55006,PPP2CB,TRMT61B,1,0,55006 :: 5516
905157,5894,5315,RAF1,PKM,0,1,5315 :: 5894
905499,56915,5315,EXOSC5,PKM,0,1,5315 :: 56915
905546,26019,2023,UPF2,ENO1,0,1,2023 :: 26019
905598,54464,5515,XRN1,PPP2CA,0,1,54464 :: 5515
905958,4193,5315,MDM2,PKM,0,1,4193 :: 5315
905997,6667,7167,SP1,TPI1,0,1,6667 :: 7167
906651,5128,5516,CDK17,PPP2CB,0,1,5128 :: 5516
906652,5128,2597,CDK17,GAPDH,0,1,2597 :: 5128
906663,147746,5214,HIPK4,PFKP,0,1,147746 :: 5214
906671,5129,5516,CDK18,PPP2CB,0,1,5129 :: 5516
906771,5596,5214,MAPK4,PFKP,0,1,5214 :: 5596
907079,51701,5315,NLK,PKM,0,1,51701 :: 5315
907556,10971,7167,YWHAQ,TPI1,0,1,10971 :: 7167
907558,10971,2023,YWHAQ,ENO1,0,1,10971 :: 2023
907560,10971,5315,YWHAQ,PKM,0,1,10971 :: 5315
907566,10971,2597,YWHAQ,GAPDH,0,1,10971 :: 2597
907572,10971,5211,YWHAQ,PFKL,0,1,10971 :: 5211
908545,5518,207,PPP2R1A,AKT1,1,0,207 :: 5518
912656,26270,2023,FBXO6,ENO1,0,1,2023 :: 26270
912660,26270,2597,FBXO6,GAPDH,0,1,2597 :: 26270
912671,26270,5213,FBXO6,PFKM,0,1,26270 :: 5213
912672,26270,5214,FBXO6,PFKP,0,1,26270 :: 5214
912821,26270,3099,FBXO6,HK2,0,1,26270 :: 3099
912907,26270,5211,FBXO6,PFKL,0,1,26270 :: 5211
913099,26270,5315,FBXO6,PKM,0,1,26270 :: 5315
913335,23435,7167,TARDBP,TPI1,0,1,23435 :: 7167
913575,26524,5518,LATS2,PPP2R1A,0,1,26524 :: 5518
914093,7529,5208,YWHAB,PFKFB2,0,1,5208 :: 7529
914103,7529,5528,YWHAB,PPP2R5D,0,1,5528 :: 7529
914752,57520,230,HECW2,ALDOC,0,1,230 :: 57520
914921,80019,5213,UBTD1,PFKM,0,1,5213 :: 80019
914935,10131,2597,TRAP1,GAPDH,0,1,10131 :: 2597
918361,1029,2597,CDKN2A,GAPDH,0,1,1029 :: 2597
919486,55660,2597,PRPF40A,GAPDH,0,1,2597 :: 55660
919594,8522,2597,GAS7,GAPDH,0,1,2597 :: 8522
919813,5516,80755,PPP2CB,AARSD1,1,0,5516 :: 80755
919872,5315,39,PKM,ACAT2,1,0,39 :: 5315
919991,3098,191,HK1,AHCY,1,0,191 :: 3098
920053,3303,230,HSPA1A,ALDOC,0,1,230 :: 3303
920054,55968,230,NSFL1C,ALDOC,0,1,230 :: 55968
